Hotel_Name_City,Review_Overall_Rating,date_of_review,Month_of_Visit,Review_Type,Rating_Value,Rating_Location,Rating_Sleep_Quality,Rating_Rooms,Rating_Cleanliness,Rating_Service
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/17/2013,Oct-13,with family,4,5,4,5,5,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,10/15/2013,Oct-13,with family,4,4,3,2,2,2
RTDC Hotel Vinayak Ranthambore_National_Park,2,10-09-2013,Oct-13,with family,2,4,1,2,2,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,8/17/2013,Nov-12,with family,4,5,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,07-08-2013,Oct-12,with family,5,5,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,07-06-2013,Jun-13,as a couple,4,5,4,3,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,6/16/2013,Jun-13,as a couple,5,5,5,4,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,5,06-03-2013,Dec-12,with friends,5,5,5,5,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,1,5/25/2013,May-13,with friends,1,5,4,4,4,1
RTDC Hotel Vinayak Ranthambore_National_Park,4,04-09-2013,Apr-13,with family,5,4,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,04-01-2013,Mar-13,with family,4,4,4,3,3,5
RTDC Hotel Vinayak Ranthambore_National_Park,5,3/21/2013,Sep-12,with friends,5,5,4,5,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,03-06-2013,Feb-13,as a couple,4,5,3,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,1/26/2013,Nov-12,as a couple,5,3,3,3,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,1/19/2013,Dec-12,with family,4,4,3,3,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-10-2013,Jan-13,as a couple,4,5,4,3,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-09-2013,Dec-12,with family,4,4,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,1,01-08-2013,Dec-12,with family,2,3,1,1,1,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-06-2013,Jan-13,with family,5,5,4,4,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,3,12/13/2012,Dec-12,solo,4,5,4,3,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,2,11/21/2012,Nov-12,with family,2,3,2,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,9/26/2012,Apr-12,with family,5,5,4,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,5,8/30/2012,Dec-11,with family,4,5,5,5,5,3
RTDC Hotel Vinayak Ranthambore_National_Park,1,7/30/2012,Jun-12,as a couple,1,3,2,2,2,1
RTDC Hotel Vinayak Ranthambore_National_Park,4,06-06-2012,May-12,on business,4,5,4,4,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,4/18/2012,Apr-12,with family,5,4,4,4,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,3,03-06-2012,Mar-12,with friends,4,5,4,4,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,03-01-2012,Feb-12,with friends,5,4,4,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,3,2/24/2012,Feb-12,with family,5,4,2,2,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,5,1/14/2012,Feb-11,with family,5,5,5,5,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,01-07-2012,Dec-11,as a couple,5,5,3,4,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,11/26/2011,Nov-11,NA,4,3,NA,4,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,11/13/2011,Nov-11,with family,3,4,3,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/23/2011,Oct-11,as a couple,4,5,3,3,3,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/20/2011,Sep-11,with family,5,5,4,5,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,10-09-2011,Oct-11,with family,3,4,3,3,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,5,8/27/2011,Jun-11,solo,5,NA,4,NA,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,7/18/2011,May-11,with family,4,NA,4,NA,5,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,7/18/2011,Jun-11,with friends,5,NA,5,NA,4,4
RTDC Hotel Vinayak Ranthambore_National_Park,4,07-10-2011,May-11,with friends,4,NA,4,NA,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,06-10-2011,May-11,with family,NA,NA,2,NA,NA,3
RTDC Hotel Vinayak Ranthambore_National_Park,3,06-03-2011,May-11,with friends,1,NA,1,NA,1,1
RTDC Hotel Vinayak Ranthambore_National_Park,4,03-12-2011,Feb-11,with family,5,5,3,3,3,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,12/23/2010,Dec-10,with family,4,4,4,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,12-07-2010,Dec-10,with family,5,5,3,4,4,3
RTDC Hotel Vinayak Ranthambore_National_Park,1,11/22/2010,Oct-10,NA,1,4,1,1,2,3
RTDC Hotel Vinayak Ranthambore_National_Park,3,11/18/2010,Nov-10,as a couple,5,4,3,3,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,4,10/28/2010,Sep-10,as a couple,5,5,5,5,4,5
RTDC Hotel Vinayak Ranthambore_National_Park,3,06-11-2010,Dec-08,as a couple,4,4,3,3,3,2
RTDC Hotel Vinayak Ranthambore_National_Park,5,04-10-2010,Mar-10,NA,5,5,4,5,5,4
RTDC Hotel Vinayak Ranthambore_National_Park,3,04-05-2010,Feb-10,as a couple,4,3,3,3,3,3
RTDC Hotel Vinayak Ranthambore_National_Park,4,3/18/2010,Sep-07,with friends,4,4,3,3,2,2
RTDC Hotel Vinayak Ranthambore_National_Park,3,12/14/2009,Dec-09,as a couple,4,4,NA,4,4,3
Sneha Hotel & Resort Dhenkanal,4,10/19/2013,Jun-13,NA,5,4,NA,4,5,5
Sneha Hotel & Resort Dhenkanal,4,9/14/2013,Sep-13,on business,5,5,4,5,5,5
Sneha Hotel & Resort Dhenkanal,5,6/20/2013,Jun-13,with family,5,4,4,5,4,5
Sneha Hotel & Resort Dhenkanal,5,02-08-2013,Jan-13,with family,4,4,4,4,5,5
Sneha Hotel & Resort Dhenkanal,5,12/19/2012,Nov-12,solo,5,4,NA,5,5,4
Sri Leela Bhavan Hotel Hyderabad,4,3/23/2010,Feb-10,as a couple,NA,NA,NA,NA,NA,NA
Trishul Hotel Tiruvannamalai,3,3/28/2014,Mar-14,solo,3,4,3,3,3,3
Trishul Hotel Tiruvannamalai,5,03-08-2014,Oct-13,with family,5,5,5,5,5,5
Trishul Hotel Tiruvannamalai,4,1/16/2014,Jan-14,as a couple,4,4,4,4,4,4
Trishul Hotel Tiruvannamalai,4,09-05-2013,Feb-13,as a couple,3,5,4,4,4,4
Urumbi Hill Palace Plantation Resort Idukki,4,10/18/2013,Oct-13,with family,4,5,4,4,4,4
Urumbi Hill Palace Plantation Resort Idukki,5,8/26/2013,Jul-13,with family,4,5,5,5,5,5
Urumbi Hill Palace Plantation Resort Idukki,5,10/28/2009,Oct-09,on business,5,5,NA,4,5,5
